Importance,total_gain,total_cover,gain,cover,Feature,group,param_id,Feature_group
4.0,31.42353057861328,7595.14404296875,7.85588264465332,1898.7860107421875,RyeGrass_Avg,25-55,ZpoUyrIC_1419_1,SpecificIgE
2.0,9.83519458770752,2455.70166015625,4.91759729385376,1227.850830078125,DustMites_Avg,25-55,ZpoUyrIC_1419_1,SpecificIgE
1.0,5.96117115020752,428.266845703125,5.96117115020752,428.266845703125,MixedGrasses_Avg,25-55,ZpoUyrIC_1419_1,SpecificIgE
2.0,2.723087310791016,904.1914672851562,1.3615436553955078,452.0957336425781,Gender,55+,ZpoUyrIC_1419_1,Clinical
28.0,49.15826797485352,46319.62890625,1.7556524276733398,1654.2724609375,FirstVisitAge,55+,ZpoUyrIC_1419_1,Clinical
8.0,31.834108352661133,54389.48046875,3.9792635440826416,6798.68505859375,Hematocrit_Avg,55+,ZpoUyrIC_1419_1,CommonBloodTest
11.0,40.68694305419922,107007.2265625,3.698812961578369,9727.9296875,Hematocrit_Max,55+,ZpoUyrIC_1419_1,CommonBloodTest
2.0,6.987564086914063,2494.73046875,3.4937820434570312,1247.365234375,Hematocrit_Min,55+,ZpoUyrIC_1419_1,CommonBloodTest
13.0,38.9417724609375,12635.564453125,2.995521068572998,971.9664916992188,LymphocytesPercentage_Avg,55+,ZpoUyrIC_1419_1,CommonBloodTest
8.0,23.529102325439453,4715.958984375,2.941137790679932,589.494873046875,LymphocytesPercentage_Max,55+,ZpoUyrIC_1419_1,CommonBloodTest
20.0,65.45947265625,95629.0859375,3.2729735374450684,4781.4541015625,LymphocytesPercentage_Min,55+,ZpoUyrIC_1419_1,CommonBloodTest
14.0,61.95406723022461,19121.541015625,4.425290584564209,1365.8243408203125,NeutrophilsPercentage_Avg,55+,ZpoUyrIC_1419_1,CommonBloodTest
23.0,196.32846069335935,399067.78125,8.536020278930664,17350.7734375,NeutrophilsPercentage_Max,55+,ZpoUyrIC_1419_1,CommonBloodTest
5.0,28.3541259765625,28024.298828125,5.670825004577637,5604.85986328125,NeutrophilsPercentage_Min,55+,ZpoUyrIC_1419_1,CommonBloodTest
12.0,36.59262847900391,22852.3984375,3.0493857860565186,1904.3665771484373,MonocytesPercentage_Avg,55+,ZpoUyrIC_1419_1,CommonBloodTest
16.0,73.92632293701172,66338.84375,4.620395183563232,4146.177734375,MonocytesPercentage_Max,55+,ZpoUyrIC_1419_1,CommonBloodTest
5.0,14.81283187866211,46231.6796875,2.962566375732422,9246.3359375,MonocytesPercentage_Min,55+,ZpoUyrIC_1419_1,CommonBloodTest
9.0,48.668235778808594,13202.8173828125,5.407581806182861,1466.979736328125,MeanCorpuscularHemoglobinConcentration_Avg,55+,ZpoUyrIC_1419_1,CommonBloodTest
6.0,17.688058853149414,5253.77099609375,2.948009729385376,875.6284790039062,MeanCorpuscularHemoglobinConcentration_Max,55+,ZpoUyrIC_1419_1,CommonBloodTest
12.0,41.50724411010742,26354.662109375,3.458936929702759,2196.221923828125,MeanCorpuscularHemoglobinConcentration_Min,55+,ZpoUyrIC_1419_1,CommonBloodTest
15.0,46.36850738525391,70905.7890625,3.091233730316162,4727.052734375,PlateletCount_Avg,55+,ZpoUyrIC_1419_1,CommonBloodTest
11.0,19.424461364746094,41497.54296875,1.765860080718994,3772.50390625,PlateletCount_Max,55+,ZpoUyrIC_1419_1,CommonBloodTest
4.0,19.51995849609375,6447.462890625,4.8799896240234375,1611.86572265625,PlateletCount_Min,55+,ZpoUyrIC_1419_1,CommonBloodTest
3.0,6.32940673828125,17747.65625,2.10980224609375,5915.88525390625,WhiteBloodCellCount_Avg,55+,ZpoUyrIC_1419_1,CommonBloodTest
2.0,8.035781860351562,24031.01171875,4.017890930175781,12015.505859375,WhiteBloodCellCount_Max,55+,ZpoUyrIC_1419_1,CommonBloodTest
1.0,4.149133205413818,2931.2138671875,4.149133205413818,2931.2138671875,WhiteBloodCellCount_Min,55+,ZpoUyrIC_1419_1,CommonBloodTest
8.0,41.90369415283203,36763.63671875,5.237961769104004,4595.45458984375,MeanCorpuscularHemoglobin_Avg,55+,ZpoUyrIC_1419_1,CommonBloodTest
4.0,19.739540100097656,19193.552734375,4.934885025024414,4798.38818359375,MeanCorpuscularHemoglobin_Max,55+,ZpoUyrIC_1419_1,CommonBloodTest
4.0,24.11482048034668,45418.9375,6.02870512008667,11354.734375,MeanCorpuscularHemoglobin_Min,55+,ZpoUyrIC_1419_1,CommonBloodTest
21.0,115.70314025878906,54085.66015625,5.509673118591309,2575.507568359375,MeanCorpuscularVolume_Avg,55+,ZpoUyrIC_1419_1,CommonBloodTest
2.0,12.175716400146484,21230.712890625,6.087858200073242,10615.3564453125,MeanCorpuscularVolume_Max,55+,ZpoUyrIC_1419_1,CommonBloodTest
7.0,48.20148086547852,20186.8125,6.885925769805908,2883.830322265625,MeanCorpuscularVolume_Min,55+,ZpoUyrIC_1419_1,CommonBloodTest
14.0,88.90020751953125,238646.9375,6.350014686584473,17046.208984375,RedBloodCellCount_Avg,55+,ZpoUyrIC_1419_1,CommonBloodTest
12.0,79.31857299804688,217050.59375,6.6098809242248535,18087.548828125,RedBloodCellCount_Max,55+,ZpoUyrIC_1419_1,CommonBloodTest
5.0,23.69487762451172,65951.6640625,4.738975524902344,13190.3330078125,RedBloodCellCount_Min,55+,ZpoUyrIC_1419_1,CommonBloodTest
2.0,8.141434669494629,2827.28955078125,4.0707173347473145,1413.644775390625,Hemoglobin_Avg,55+,ZpoUyrIC_1419_1,CommonBloodTest
4.0,14.187091827392578,6359.9892578125,3.5467729568481445,1589.997314453125,Hemoglobin_Max,55+,ZpoUyrIC_1419_1,CommonBloodTest
4.0,18.987791061401367,10707.13671875,4.746947765350342,2676.7841796875,Hemoglobin_Min,55+,ZpoUyrIC_1419_1,CommonBloodTest
18.0,130.4097137451172,55145.3515625,7.244984149932861,3063.630615234375,EosinophilsPercentage_Avg,55+,ZpoUyrIC_1419_1,CommonBloodTest
8.0,61.77573394775391,25641.46875,7.721966743469238,3205.18359375,EosinophilsPercentage_Max,55+,ZpoUyrIC_1419_1,CommonBloodTest
5.0,25.472915649414062,14859.8896484375,5.094583034515381,2971.97802734375,EosinophilsPercentage_Min,55+,ZpoUyrIC_1419_1,CommonBloodTest
11.0,49.88271331787109,26368.21875,4.534791946411133,2397.11083984375,BasophilsPercentage_Avg,55+,ZpoUyrIC_1419_1,CommonBloodTest
3.0,20.39068603515625,34069.15234375,6.796895503997803,11356.3837890625,BasophilsPercentage_Max,55+,ZpoUyrIC_1419_1,CommonBloodTest
12.0,29.003402709960938,18919.904296875,2.416950225830078,1576.65869140625,BasophilsPercentage_Min,55+,ZpoUyrIC_1419_1,CommonBloodTest
24.0,333.380615234375,461293.75,13.89085865020752,19220.572265625,AbsoluteNeutrophilCount_Avg,55+,ZpoUyrIC_1419_1,CommonBloodTest
19.0,231.5220642089844,329491.59375,12.18537139892578,17341.662109375,AbsoluteNeutrophilCount_Max,55+,ZpoUyrIC_1419_1,CommonBloodTest
10.0,55.48348236083984,95527.4375,5.548348426818848,9552.744140625,AbsoluteNeutrophilCount_Min,55+,ZpoUyrIC_1419_1,CommonBloodTest
1.0,4.634021759033203,2582.883056640625,4.634021759033203,2582.883056640625,AbsoluteMonocyteCount_Avg,55+,ZpoUyrIC_1419_1,CommonBloodTest
2.0,13.730850219726562,39628.21484375,6.865425109863281,19814.107421875,AbsoluteMonocyteCount_Max,55+,ZpoUyrIC_1419_1,CommonBloodTest
2.0,7.262104034423828,3624.947509765625,3.631052017211914,1812.4737548828125,AbsoluteMonocyteCount_Min,55+,ZpoUyrIC_1419_1,CommonBloodTest
2.0,9.964903831481934,5566.7490234375,4.982451915740967,2783.37451171875,AbsoluteEosinophilCount_Avg,55+,ZpoUyrIC_1419_1,CommonBloodTest
5.0,23.730627059936523,6103.66552734375,4.746125221252441,1220.733154296875,AbsoluteEosinophilCount_Max,55+,ZpoUyrIC_1419_1,CommonBloodTest
3.0,13.063663482666016,29328.91015625,4.354554653167725,9776.3037109375,AbsoluteEosinophilCount_Min,55+,ZpoUyrIC_1419_1,CommonBloodTest
11.0,65.18838500976562,15400.001953125,5.92621660232544,1400.0001220703125,AbsoluteBasophilCount_Avg,55+,ZpoUyrIC_1419_1,CommonBloodTest
6.0,36.0102424621582,9535.9658203125,6.001707077026367,1589.32763671875,AbsoluteBasophilCount_Max,55+,ZpoUyrIC_1419_1,CommonBloodTest
1.0,7.24407958984375,3646.33203125,7.24407958984375,3646.33203125,AbsoluteLymphocyteCount_Avg,55+,ZpoUyrIC_1419_1,CommonBloodTest
4.0,13.082948684692385,36861.31640625,3.270737171173096,9215.3291015625,AbsoluteLymphocyteCount_Min,55+,ZpoUyrIC_1419_1,CommonBloodTest
9.0,65.89413452148438,47128.2890625,7.32157039642334,5236.4765625,MeanPlateletVolume_Avg,55+,ZpoUyrIC_1419_1,CommonBloodTest
2.0,7.701136589050293,14971.2236328125,3.8505682945251465,7485.61181640625,MeanPlateletVolume_Max,55+,ZpoUyrIC_1419_1,CommonBloodTest
2.0,7.009598731994629,6464.46337890625,3.5047993659973145,3232.231689453125,PlateletDistributionWidth_Avg,55+,ZpoUyrIC_1419_1,CommonBloodTest
3.0,13.956870079040527,18046.166015625,4.652289867401123,6015.388671875,Plateletcrit_Avg,55+,ZpoUyrIC_1419_1,CommonBloodTest
1.0,7.32318115234375,3228.445556640625,7.32318115234375,3228.445556640625,Plateletcrit_Max,55+,ZpoUyrIC_1419_1,CommonBloodTest
2.0,8.140453338623047,11374.8212890625,4.070226669311523,5687.41064453125,Plateletcrit_Min,55+,ZpoUyrIC_1419_1,CommonBloodTest
1.0,2.367294311523437,672.3841552734375,2.367294311523437,672.3841552734375,RedCellDistributionWidth_Avg,55+,ZpoUyrIC_1419_1,CommonBloodTest
4.0,11.846572875976562,17722.41796875,2.9616432189941406,4430.6044921875,RedCellDistributionWidth_Max,55+,ZpoUyrIC_1419_1,CommonBloodTest
1.0,2.0776824951171875,1610.7694091796875,2.0776824951171875,1610.7694091796875,RedCellDistributionWidth_Min,55+,ZpoUyrIC_1419_1,CommonBloodTest
2.0,8.9384765625,31991.19921875,4.46923828125,15995.599609375,RedCellDistributionWidthCV_Avg,55+,ZpoUyrIC_1419_1,CommonBloodTest
8.0,41.96210479736328,85812.5390625,5.24526309967041,10726.5673828125,RedCellDistributionWidthCV_Max,55+,ZpoUyrIC_1419_1,CommonBloodTest
14.0,81.98161315917969,161036.765625,5.85582971572876,11502.6259765625,RedCellDistributionWidthCV_Min,55+,ZpoUyrIC_1419_1,CommonBloodTest
2.0,8.933714866638184,1407.873046875,4.466857433319092,703.9365234375,EosinophilCountAbsolute_Avg,55+,ZpoUyrIC_1419_1,CommonBloodTest
1.0,6.717634201049805,895.0389404296875,6.717634201049805,895.0389404296875,EosinophilCountAbsolute_Max,55+,ZpoUyrIC_1419_1,CommonBloodTest
1.0,2.79092025756836,773.5991821289062,2.79092025756836,773.5991821289062,EosinophilCountAbsolute_Min,55+,ZpoUyrIC_1419_1,CommonBloodTest
13.0,79.42650604248047,120470.8125,6.109731197357178,9266.9853515625,CReactiveProtein_Avg,55+,ZpoUyrIC_1419_1,Immunity
18.0,161.45437622070312,345273.46875,8.969687461853027,19181.859375,CReactiveProtein_Max,55+,ZpoUyrIC_1419_1,Immunity
3.0,14.773386001586914,28751.703125,4.924461841583252,9583.9013671875,CReactiveProtein_Min,55+,ZpoUyrIC_1419_1,Immunity
1.0,5.186542510986328,2060.205810546875,5.186542510986328,2060.205810546875,ImmunoglobulinE_Avg,55+,ZpoUyrIC_1419_1,Immunity
1.0,8.138702392578125,2382.97021484375,8.138702392578125,2382.97021484375,ImmunoglobulinE_Max,55+,ZpoUyrIC_1419_1,Immunity
1.0,1.4888153076171875,331.5513916015625,1.4888153076171875,331.5513916015625,ImmunoglobulinE_Min,55+,ZpoUyrIC_1419_1,Immunity
1.0,2.0889816284179688,1351.10302734375,2.0889816284179688,1351.10302734375,Total25HydroxyVitaminD_Avg,55+,ZpoUyrIC_1419_1,Immunity
4.0,18.91595458984375,68922.6171875,4.7289886474609375,17230.654296875,ImmunoglobulinA_Avg,55+,ZpoUyrIC_1419_1,Immunity
1.0,4.54248046875,20948.9296875,4.54248046875,20948.9296875,ImmunoglobulinA_Max,55+,ZpoUyrIC_1419_1,Immunity
5.0,22.99180603027344,84013.5703125,4.598361015319824,16802.71484375,ImmunoglobulinA_Min,55+,ZpoUyrIC_1419_1,Immunity
4.0,19.23301696777344,65841.3515625,4.808254241943359,16460.337890625,TotalTriiodothyronine_Avg,55+,ZpoUyrIC_1419_1,ThyroidFunction
2.0,9.22653579711914,34416.08203125,4.61326789855957,17208.041015625,TotalTriiodothyronine_Max,55+,ZpoUyrIC_1419_1,ThyroidFunction
1.0,5.310476303100586,3932.20068359375,5.310476303100586,3932.20068359375,TotalThyroxine_Avg,55+,ZpoUyrIC_1419_1,ThyroidFunction
2.0,5.530896186828613,7840.51220703125,2.765448093414306,3920.256103515625,TotalThyroxine_Max,55+,ZpoUyrIC_1419_1,ThyroidFunction
1.0,4.273792266845703,9757.953125,4.273792266845703,9757.953125,AntiSSA_Avg,55+,ZpoUyrIC_1419_1,Autoantibody
1.0,4.507637023925781,11953.09375,4.507637023925781,11953.09375,AntiSSA_Min,55+,ZpoUyrIC_1419_1,Autoantibody
1.0,2.132405996322632,1891.604248046875,2.132405996322632,1891.604248046875,AntiSSB_Avg,55+,ZpoUyrIC_1419_1,Autoantibody
2.0,10.03488540649414,2038.4605712890625,5.01744270324707,1019.2302856445312,AntiDoubleStrandedDNA_Avg,55+,ZpoUyrIC_1419_1,Autoantibody
2.0,9.210205078125,1615.087646484375,4.6051025390625,807.5438232421875,AntiDoubleStrandedDNA_Max,55+,ZpoUyrIC_1419_1,Autoantibody
1.0,1.797821044921875,2799.320068359375,1.797821044921875,2799.320068359375,ProliferatingCellNuclearAntigen_Avg,55+,ZpoUyrIC_1419_1,Autoantibody
4.0,19.18902969360352,58965.0390625,4.797257423400879,14741.259765625,ProliferatingCellNuclearAntigen_Max,55+,ZpoUyrIC_1419_1,Autoantibody
4.0,17.157978057861328,51441.4375,4.289494514465332,12860.359375,RibosomalPProtein_Avg,55+,ZpoUyrIC_1419_1,Autoantibody
3.0,19.219497680664062,6451.9287109375,6.40649938583374,2150.642822265625,PMScl_Avg,55+,ZpoUyrIC_1419_1,Autoantibody
1.0,6.958282470703125,2449.78125,6.958282470703125,2449.78125,PMScl_Min,55+,ZpoUyrIC_1419_1,Autoantibody
1.0,1.5688400268554688,427.6242370605469,1.5688400268554688,427.6242370605469,Histone_Max,55+,ZpoUyrIC_1419_1,Autoantibody
6.0,30.398197174072266,22287.357421875,5.066366195678711,3714.5595703125,Ro52_Avg,55+,ZpoUyrIC_1419_1,Autoantibody
1.0,7.780731201171875,2642.432373046875,7.780731201171875,2642.432373046875,Ro52_Max,55+,ZpoUyrIC_1419_1,Autoantibody
1.0,2.893714904785156,2468.947998046875,2.893714904785156,2468.947998046875,Ro52_Min,55+,ZpoUyrIC_1419_1,Autoantibody
1.0,7.047231674194336,2217.1611328125,7.047231674194336,2217.1611328125,PartialThromboplastinTime_Avg,55+,ZpoUyrIC_1419_1,BloodCoagulation
2.0,18.26171875,10330.03515625,9.130859375,5165.017578125,Milk_Avg,55+,ZpoUyrIC_1419_1,SpecificIgE
5.0,5.48372745513916,1309.2333984375,1.096745491027832,261.8466796875,Gender,6-12,ZpoUyrIC_1419_1,Clinical
11.0,35.61476135253906,31345.474609375,3.2377054691314697,2849.588623046875,FirstVisitAge,6-12,ZpoUyrIC_1419_1,Clinical
24.0,23.471439361572266,13738.7705078125,0.977976620197296,572.4487915039062,Hematocrit_Avg,6-12,ZpoUyrIC_1419_1,CommonBloodTest
11.0,29.691131591796875,9284.9619140625,2.6991937160491943,844.0874633789062,Hematocrit_Max,6-12,ZpoUyrIC_1419_1,CommonBloodTest
5.0,9.58230972290039,1884.2105712890625,1.916461944580078,376.8421020507813,Hematocrit_Min,6-12,ZpoUyrIC_1419_1,CommonBloodTest
50.0,94.43098449707033,140202.34375,1.8886196613311768,2804.046875,LymphocytesPercentage_Avg,6-12,ZpoUyrIC_1419_1,CommonBloodTest
16.0,36.907325744628906,25579.044921875,2.306707859039306,1598.6903076171875,LymphocytesPercentage_Max,6-12,ZpoUyrIC_1419_1,CommonBloodTest
13.0,33.464332580566406,48766.8671875,2.574179410934448,3751.29736328125,LymphocytesPercentage_Min,6-12,ZpoUyrIC_1419_1,CommonBloodTest
16.0,63.27510833740234,39037.48046875,3.9546942710876474,2439.842529296875,NeutrophilsPercentage_Avg,6-12,ZpoUyrIC_1419_1,CommonBloodTest
20.0,44.61838150024414,60986.90625,2.230919122695923,3049.34521484375,NeutrophilsPercentage_Max,6-12,ZpoUyrIC_1419_1,CommonBloodTest
29.0,117.21552276611328,140097.046875,4.041914463043213,4830.9326171875,NeutrophilsPercentage_Min,6-12,ZpoUyrIC_1419_1,CommonBloodTest
14.0,33.314510345458984,18493.326171875,2.379607915878296,1320.951904296875,MonocytesPercentage_Avg,6-12,ZpoUyrIC_1419_1,CommonBloodTest
13.0,26.361011505126957,13979.060546875,2.0277700424194336,1075.3123779296875,MonocytesPercentage_Max,6-12,ZpoUyrIC_1419_1,CommonBloodTest
3.0,15.132246017456056,4872.7900390625,5.044082164764404,1624.2633056640625,MonocytesPercentage_Min,6-12,ZpoUyrIC_1419_1,CommonBloodTest
16.0,35.33683395385742,19005.33203125,2.208552122116089,1187.833251953125,MeanCorpuscularHemoglobinConcentration_Avg,6-12,ZpoUyrIC_1419_1,CommonBloodTest
21.0,54.82289123535156,57547.97265625,2.610613822937012,2740.379638671875,MeanCorpuscularHemoglobinConcentration_Max,6-12,ZpoUyrIC_1419_1,CommonBloodTest
8.0,16.28472328186035,11485.349609375,2.035590410232544,1435.668701171875,MeanCorpuscularHemoglobinConcentration_Min,6-12,ZpoUyrIC_1419_1,CommonBloodTest
24.0,45.77529525756836,36399.40625,1.9073039293289185,1516.6419677734375,PlateletCount_Avg,6-12,ZpoUyrIC_1419_1,CommonBloodTest
19.0,23.979066848754883,25920.06640625,1.2620561122894287,1364.2139892578125,PlateletCount_Max,6-12,ZpoUyrIC_1419_1,CommonBloodTest
23.0,54.48636245727539,45364.890625,2.3689723014831543,1972.3865966796875,PlateletCount_Min,6-12,ZpoUyrIC_1419_1,CommonBloodTest
40.0,339.9454650878906,239536.078125,8.498636245727539,5988.40185546875,WhiteBloodCellCount_Avg,6-12,ZpoUyrIC_1419_1,CommonBloodTest
14.0,26.14579391479492,23593.2890625,1.8675566911697388,1685.2349853515625,WhiteBloodCellCount_Max,6-12,ZpoUyrIC_1419_1,CommonBloodTest
13.0,104.75888061523438,83803.203125,8.058375358581543,6446.400390625,WhiteBloodCellCount_Min,6-12,ZpoUyrIC_1419_1,CommonBloodTest
17.0,53.274070739746094,21087.46484375,3.1337687969207764,1240.4390869140625,MeanCorpuscularHemoglobin_Avg,6-12,ZpoUyrIC_1419_1,CommonBloodTest
28.0,44.76675796508789,77641.8125,1.5988128185272217,2772.921875,MeanCorpuscularHemoglobin_Max,6-12,ZpoUyrIC_1419_1,CommonBloodTest
41.0,312.0605773925781,87606.96875,7.611233711242676,2136.75537109375,MeanCorpuscularHemoglobin_Min,6-12,ZpoUyrIC_1419_1,CommonBloodTest
10.0,24.08028984069824,15165.6220703125,2.408029079437256,1516.562255859375,MeanCorpuscularVolume_Avg,6-12,ZpoUyrIC_1419_1,CommonBloodTest
14.0,63.07264709472656,47566.6875,4.505188941955566,3397.62060546875,MeanCorpuscularVolume_Max,6-12,ZpoUyrIC_1419_1,CommonBloodTest
6.0,42.97069549560547,15041.3134765625,7.161782741546631,2506.885498046875,MeanCorpuscularVolume_Min,6-12,ZpoUyrIC_1419_1,CommonBloodTest
5.0,17.466442108154297,17033.3984375,3.493288516998291,3406.6796875,RedBloodCellCount_Avg,6-12,ZpoUyrIC_1419_1,CommonBloodTest
2.0,3.190160751342773,4379.06689453125,1.5950803756713867,2189.533447265625,RedBloodCellCount_Max,6-12,ZpoUyrIC_1419_1,CommonBloodTest
1.0,3.420574188232422,4664.927734375,3.420574188232422,4664.927734375,RedBloodCellCount_Min,6-12,ZpoUyrIC_1419_1,CommonBloodTest
12.0,34.21704864501953,11887.03125,2.8514206409454346,990.5859375,Hemoglobin_Avg,6-12,ZpoUyrIC_1419_1,CommonBloodTest
5.0,23.200855255126957,2502.796630859375,4.640171051025391,500.559326171875,Hemoglobin_Max,6-12,ZpoUyrIC_1419_1,CommonBloodTest
3.0,11.52372932434082,1495.5345458984375,3.841243028640747,498.5115051269531,Hemoglobin_Min,6-12,ZpoUyrIC_1419_1,CommonBloodTest
30.0,190.593017578125,87171.609375,6.353100776672363,2905.72021484375,EosinophilsPercentage_Avg,6-12,ZpoUyrIC_1419_1,CommonBloodTest
15.0,52.85022735595703,26513.904296875,3.523348569869995,1767.5936279296875,EosinophilsPercentage_Max,6-12,ZpoUyrIC_1419_1,CommonBloodTest
9.0,40.29209518432617,15455.00390625,4.47689962387085,1717.22265625,EosinophilsPercentage_Min,6-12,ZpoUyrIC_1419_1,CommonBloodTest
37.0,286.8746643066406,244127.5,7.753369331359863,6598.04052734375,BasophilsPercentage_Avg,6-12,ZpoUyrIC_1419_1,CommonBloodTest
13.0,86.3517837524414,62547.5625,6.642445087432861,4811.35107421875,BasophilsPercentage_Max,6-12,ZpoUyrIC_1419_1,CommonBloodTest
1.0,0.3622344136238098,2366.861572265625,0.3622344136238098,2366.861572265625,BasophilsPercentage_Min,6-12,ZpoUyrIC_1419_1,CommonBloodTest
5.0,6.895537853240967,4188.51318359375,1.3791075944900513,837.70263671875,AbsoluteNeutrophilCount_Avg,6-12,ZpoUyrIC_1419_1,CommonBloodTest
1.0,1.0350003242492676,867.2576293945312,1.0350003242492676,867.2576293945312,AbsoluteNeutrophilCount_Max,6-12,ZpoUyrIC_1419_1,CommonBloodTest
1.0,0.5284919738769531,271.4481201171875,0.5284919738769531,271.4481201171875,AbsoluteNeutrophilCount_Min,6-12,ZpoUyrIC_1419_1,CommonBloodTest
3.0,5.815498352050781,3461.326171875,1.9384994506835935,1153.775390625,AbsoluteMonocyteCount_Avg,6-12,ZpoUyrIC_1419_1,CommonBloodTest
8.0,19.86356544494629,31487.625,2.482945680618286,3935.953125,AbsoluteMonocyteCount_Max,6-12,ZpoUyrIC_1419_1,CommonBloodTest
1.0,0.4297329783439636,2250.1875,0.4297329783439636,2250.1875,AbsoluteMonocyteCount_Min,6-12,ZpoUyrIC_1419_1,CommonBloodTest
6.0,14.304658889770508,14675.431640625,2.384109735488892,2445.9052734375,AbsoluteEosinophilCount_Avg,6-12,ZpoUyrIC_1419_1,CommonBloodTest
20.0,64.61805725097656,79879.0703125,3.230902910232544,3993.95361328125,AbsoluteEosinophilCount_Max,6-12,ZpoUyrIC_1419_1,CommonBloodTest
3.0,1.3644614219665527,1628.311279296875,0.4548204839229584,542.7704467773438,AbsoluteEosinophilCount_Min,6-12,ZpoUyrIC_1419_1,CommonBloodTest
1.0,3.3894004821777344,561.1446533203125,3.3894004821777344,561.1446533203125,AbsoluteBasophilCount_Avg,6-12,ZpoUyrIC_1419_1,CommonBloodTest
1.0,0.685150146484375,1815.77880859375,0.685150146484375,1815.77880859375,AbsoluteBasophilCount_Max,6-12,ZpoUyrIC_1419_1,CommonBloodTest
2.0,1.945594787597656,1552.5673828125,0.972797393798828,776.28369140625,AbsoluteLymphocyteCount_Avg,6-12,ZpoUyrIC_1419_1,CommonBloodTest
1.0,0.4593745470046997,826.88134765625,0.4593745470046997,826.88134765625,AbsoluteLymphocyteCount_Max,6-12,ZpoUyrIC_1419_1,CommonBloodTest
32.0,89.16700744628906,59507.609375,2.786468982696533,1859.61279296875,MeanPlateletVolume_Avg,6-12,ZpoUyrIC_1419_1,CommonBloodTest
11.0,30.09505844116211,19786.361328125,2.735914468765259,1798.7601318359375,MeanPlateletVolume_Max,6-12,ZpoUyrIC_1419_1,CommonBloodTest
19.0,56.54216003417969,50989.953125,2.975903272628784,2683.681640625,MeanPlateletVolume_Min,6-12,ZpoUyrIC_1419_1,CommonBloodTest
11.0,18.558687210083008,17451.787109375,1.6871533393859863,1586.526123046875,PlateletDistributionWidth_Avg,6-12,ZpoUyrIC_1419_1,CommonBloodTest
9.0,15.76294994354248,7794.63671875,1.751438856124878,866.0707397460938,PlateletDistributionWidth_Max,6-12,ZpoUyrIC_1419_1,CommonBloodTest
4.0,7.4016194343566895,3310.381591796875,1.8504048585891724,827.5953979492188,PlateletDistributionWidth_Min,6-12,ZpoUyrIC_1419_1,CommonBloodTest
21.0,52.22769165039063,69800.1171875,2.487032890319824,3323.815185546875,Plateletcrit_Avg,6-12,ZpoUyrIC_1419_1,CommonBloodTest
10.0,15.696452140808104,6297.65478515625,1.5696451663970947,629.7655029296875,Plateletcrit_Max,6-12,ZpoUyrIC_1419_1,CommonBloodTest
5.0,18.08218765258789,16367.4638671875,3.6164374351501465,3273.49267578125,Plateletcrit_Min,6-12,ZpoUyrIC_1419_1,CommonBloodTest
15.0,23.447002410888672,80397.8203125,1.5631334781646729,5359.8544921875,RedCellDistributionWidth_Avg,6-12,ZpoUyrIC_1419_1,CommonBloodTest
1.0,1.396966576576233,4586.0576171875,1.396966576576233,4586.0576171875,RedCellDistributionWidth_Max,6-12,ZpoUyrIC_1419_1,CommonBloodTest
2.0,9.808910369873049,12337.8662109375,4.904455184936523,6168.93310546875,RedCellDistributionWidth_Min,6-12,ZpoUyrIC_1419_1,CommonBloodTest
11.0,15.878846168518066,14113.1982421875,1.443531513214111,1283.01806640625,RedCellDistributionWidthCV_Avg,6-12,ZpoUyrIC_1419_1,CommonBloodTest
15.0,24.380529403686523,55694.0625,1.625368595123291,3712.9375,RedCellDistributionWidthCV_Max,6-12,ZpoUyrIC_1419_1,CommonBloodTest
5.0,11.891139030456545,6669.6708984375,2.378227710723877,1333.9342041015625,RedCellDistributionWidthCV_Min,6-12,ZpoUyrIC_1419_1,CommonBloodTest
4.0,4.149476528167725,4916.86474609375,1.0373691320419312,1229.2161865234375,EosinophilCountAbsolute_Avg,6-12,ZpoUyrIC_1419_1,CommonBloodTest
9.0,16.390079498291016,14063.6318359375,1.8211199045181277,1562.625732421875,EosinophilCountAbsolute_Max,6-12,ZpoUyrIC_1419_1,CommonBloodTest
3.0,9.21726417541504,3400.21240234375,3.0724213123321533,1133.4041748046875,EosinophilCountAbsolute_Min,6-12,ZpoUyrIC_1419_1,CommonBloodTest
46.0,116.97352600097656,179334.21875,2.542902708053589,3898.570068359375,CReactiveProtein_Avg,6-12,ZpoUyrIC_1419_1,Immunity
15.0,50.34318542480469,50218.578125,3.3562123775482178,3347.9052734375,CReactiveProtein_Max,6-12,ZpoUyrIC_1419_1,Immunity
11.0,31.94344711303711,15323.7333984375,2.903949737548828,1393.066650390625,CReactiveProtein_Min,6-12,ZpoUyrIC_1419_1,Immunity
12.0,30.447858810424805,48882.7890625,2.5373215675354004,4073.565673828125,ImmunoglobulinE_Avg,6-12,ZpoUyrIC_1419_1,Immunity
3.0,7.967806816101074,15068.33203125,2.655935525894165,5022.77734375,ImmunoglobulinE_Max,6-12,ZpoUyrIC_1419_1,Immunity
2.0,2.6263723373413086,6811.6533203125,1.3131861686706543,3405.82666015625,ImmunoglobulinE_Min,6-12,ZpoUyrIC_1419_1,Immunity
3.0,1.288109302520752,1745.052001953125,0.4293697774410248,581.6840209960938,Total25HydroxyVitaminD_Avg,6-12,ZpoUyrIC_1419_1,Immunity
1.0,0.6729183793067932,577.8931884765625,0.6729183793067932,577.8931884765625,Total25HydroxyVitaminD_Max,6-12,ZpoUyrIC_1419_1,Immunity
